Tình trạng,Hãng,Bộ vi xử lý,RAM,Ổ cứng,Loại ổ cứng,Card màn hình,Kích cỡ màn hình,Chính sách bảo hành,Xuất xứ,Giá
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Nước khác,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,4 GB,128 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,2.400.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,8 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,1.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,4.790.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,4 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,2.600.000 đ
Mới,HP,Intel Core i5,8 GB,256 GB,,,,Bảo hành hãng,Mỹ,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,128 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Việt Nam,2.950.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Mỹ,11.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,8 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,7.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,16 GB,500 GB,,,,Bảo hành hãng,Đang cập nhật,17.990.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Intel Core i7,8 GB,512 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,14.700.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,32 GB,512 GB,,AMD,15 - 16.9 inch,1 tháng,Đang cập nhật,16.700.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,4.790.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,4 GB,512 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,4.600.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Intel Core i5,8 GB,500 GB,,,,4-6 tháng,Đang cập nhật,10.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,8 GB,128 GB,,AMD,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,2.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,5.490.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,Còn bảo hành,Đang cập nhật,4.290.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,4 GB,128 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,256 GB,,Onboard,11 - 12.9 inch,4-6 tháng,Đang cập nhật,15.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,512 GB,,AMD,15 - 16.9 inch,3 tháng,Mỹ,15.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,13.800.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Intel Core i5,4 GB,500 GB,,AMD,15 - 16.9 inch,Hết bảo hành,Nhật Bản,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,6.900.000 đ
Đã sử dụng (qua sửa chữa),Acer,Intel Core i3,6 GB,256 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Nước khác,800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,8.700.000 đ
Đã sử dụng (qua sửa chữa),Hãng Khác,,,,,,,Bảo hành hãng,Đang cập nhật,555.555 đ
Mới,Dell,Ryzen 7,16 GB,512 GB,,NVIDIA,17 - 18.9 inch,1 tháng,Mỹ,29.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,4 GB,< 128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Celeron,4 GB,250 GB,,,,Bảo hành hãng,Đang cập nhật,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,512 GB,,Onboard,11 - 12.9 inch,1 tháng,Mỹ,19.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,15.400.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i3,4 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Việt Nam,18.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,8 GB,< 128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Khác,4 GB,128 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Mỹ,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,1 TB,,,,Bảo hành hãng,Đang cập nhật,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,6.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,4.800.000 đ
Mới,Apple,,8 GB,256 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Nhật Bản,22.500.000 đ
Mới,Hãng Khác,Intel Core i5,8 GB,512 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,13.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,512 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,8.500.000 đ
Đã sử dụng (qua sửa chữa),Dell,Intel Core i5,4 GB,256 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,AMD,,Bảo hành hãng,Đang cập nhật,4.700.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i3,4 GB,256 GB,,Khác,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,8.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,128 GB,,NVIDIA,15 - 16.9 inch,1 tháng,Nhật Bản,6.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Mỹ,3.950.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,512 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,,,,,,Bảo hành hãng,Đang cập nhật,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,9.990.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,512 GB,,AMD,13 - 14.9 inch,1 tháng,Đang cập nhật,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,500 GB,,,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,16 GB,512 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,32.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,Onboard,,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core 2 Duo,,,,,,Bảo hành hãng,Đang cập nhật,500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Khác,17 - 18.9 inch,Hết bảo hành,Mỹ,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Ryzen 5,16 GB,256 GB,,AMD,13 - 14.9 inch,3 tháng,Mỹ,10.590.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Xeon,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Mỹ,8.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,,,,,,Bảo hành hãng,Đang cập nhật,14.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i3,8 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,8 GB,512 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,6.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,11.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,Ryzen 5,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,8.900.000 đ
Đã sử dụng (chưa sửa chữa),Razer,Intel Core i7,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,18.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,32 GB,512 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Mỹ,7.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,20.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,500 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,1.550.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,250 GB,,NVIDIA,17 - 18.9 inch,Bảo hành hãng,Đang cập nhật,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,4 GB,128 GB,,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Đài Loan,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,4 GB,128 GB,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,128 GB,,Onboard,11 - 12.9 inch,3 tháng,Đang cập nhật,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,3.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,512 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,7.790.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,16 GB,256 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Nhật Bản,12.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Pentium,8 GB,256 GB,,Onboard,11 - 12.9 inch,Hết bảo hành,Việt Nam,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i7,16 GB,1 TB,,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,19.500.000 đ
Mới,Apple,Khác,8 GB,256 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,28.400.000 đ
Mới,Apple,Khác,8 GB,256 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Đang cập nhật,18.600.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Mỹ,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,8 GB,256 GB,,Khác,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Celeron,2 GB,,,Onboard,11 - 12.9 inch,1 tháng,Đài Loan,850.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,16 GB,512 GB,,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,8 GB,512 GB,,AMD,15 - 16.9 inch,7-12 tháng,Việt Nam,8.800.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,Còn bảo hành,Mỹ,10.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i5,8 GB,> 1 TB,,,13 - 14.9 inch,Hết bảo hành,Trung Quốc,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,2 tháng,Trung Quốc,6.350.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i3,4 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,2.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,,,,,,,Bảo hành hãng,Đang cập nhật,3.600.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,12.900.000 đ
Đã sử dụng (qua sửa chữa),Lenovo,Intel Core i7,16 GB,640 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Việt Nam,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Razer,Intel Core i7,16 GB,256 GB,,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,15.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,14.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,11 - 12.9 inch,2 tháng,Trung Quốc,5.350.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,14.950.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,8 GB,512 GB,,Khác,13 - 14.9 inch,>12 tháng,Đang cập nhật,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,25.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,Khác,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,7.555.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,512 GB,,Onboard,13 - 14.9 inch,2 tháng,Việt Nam,15.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,11 - 12.9 inch,1 tháng,Mỹ,5.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,256 GB,,Onboard,15 - 16.9 inch,3 tháng,Đang cập nhật,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,AMD,8 GB,256 GB,,AMD,15 - 16.9 inch,Hết bảo hành,Trung Quốc,10.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,256 GB,,Onboard,,Bảo hành hãng,Đang cập nhật,4.400.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Core i5,4 GB,< 128 GB,,Khác,15 - 16.9 inch,Hết bảo hành,Nước khác,1.650.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,100.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Pentium,4 GB,128 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,1.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,,,,,,Bảo hành hãng,Đang cập nhật,13.800.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Intel Core i5,8 GB,256 GB,,,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,6.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,256 GB,,Onboard,11 - 12.9 inch,3 tháng,Mỹ,3.900.000 đ
Mới,Hãng Khác,Intel Core i3,4 GB,128 GB,,Onboard,11 - 12.9 inch,Còn bảo hành,Việt Nam,2.390.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,2.700.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i3,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,5.900.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Intel Core i3,8 GB,256 GB,,Onboard,13 - 14.9 inch,7-12 tháng,Việt Nam,6.890.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,16 GB,512 GB,,NVIDIA,13 - 14.9 inch,4-6 tháng,Mỹ,6.300.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Intel Celeron,4 GB,256 GB,,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,,,,,,,Bảo hành hãng,Đang cập nhật,15.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,6 GB,128 GB,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,2.400.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,5.600.000 đ
Đã sử dụng (chưa sửa chữa),MSI,,,,,,,Bảo hành hãng,Đang cập nhật,12.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Onboard,15 - 16.9 inch,1 tháng,Mỹ,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,Intel Core i3,4 GB,,,,,Bảo hành hãng,Hàn Quốc,4.000.000 đ
Mới,HP,,,,,,,Hết bảo hành,Mỹ,550.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,9.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,128 GB,,,,Bảo hành hãng,Đang cập nhật,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Khác,13 - 14.9 inch,Hết bảo hành,Việt Nam,17.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,,,,,,,Bảo hành hãng,Đang cập nhật,1.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core 2 Duo,2 GB,320 GB,,,,Bảo hành hãng,Đang cập nhật,400.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,12.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,4 GB,128 GB,,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,1.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Ryzen 7,16 GB,512 GB,,NVIDIA,17 - 18.9 inch,3 tháng,Việt Nam,14.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,128 GB,,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,4.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i3,8 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Xeon,> 32GB,1 TB,,NVIDIA,17 - 18.9 inch,1 tháng,Mỹ,17.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,512 GB,,Onboard,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,7.000.000 đ
Mới,HP,Intel Core i3,8 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,256 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Mỹ,5.600.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,8 GB,256 GB,,,,7-12 tháng,Việt Nam,21.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,128 GB,,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Ryzen 7,16 GB,256 GB,,AMD,15 - 16.9 inch,1 tháng,Nhật Bản,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,,,,,,,Bảo hành hãng,Đang cập nhật,12.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,32 GB,512 GB,,Khác,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,26.000.000 đ
Mới,Acer,Intel Core i5,16 GB,512 GB,,NVIDIA,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,15.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,Khác,11 - 12.9 inch,Hết bảo hành,Nhật Bản,4.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,,8 GB,256 GB,,,,Hết bảo hành,Đang cập nhật,20.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,8 GB,256 GB,,Onboard,15 - 16.9 inch,Hết bảo hành,Mỹ,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i7,16 GB,512 GB,,Onboard,13 - 14.9 inch,4-6 tháng,Việt Nam,14.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,8.900.000 đ
Mới,Dell,Intel Core i5,16 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,7.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,4 GB,,,Khác,11 - 12.9 inch,Hết bảo hành,Mỹ,3.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i5,8 GB,128 GB,,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,,,,,,,Bảo hành hãng,Đang cập nhật,13.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Mỹ,15.200.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,,,,,,,Bảo hành hãng,Đang cập nhật,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,16 GB,256 GB,,,,Bảo hành hãng,Đang cập nhật,13.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Khác,8 GB,256 GB,,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i5,8 GB,256 GB,,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i7,8 GB,256 GB,,AMD,15 - 16.9 inch,3 tháng,Mỹ,5.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,,,,,,,Bảo hành hãng,Đang cập nhật,1.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,Intel Core i7,6 GB,256 GB,,AMD,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Intel Core i3,8 GB,256 GB,,Onboard,13 - 14.9 inch,Bảo hành hãng,Việt Nam,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Intel Core i5,16 GB,256 GB,,,13 - 14.9 inch,4-6 tháng,Việt Nam,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Intel Core i7,32 GB,512 GB,,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,19.500.000 đ
Mới,Lenovo,Intel Core i9,32 GB,1 TB,,NVIDIA,15 - 16.9 inch,Còn bảo hành,Mỹ,58.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Intel Core i5,8 GB,,,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,4.450.000 đ
