,pc_brand,pc_model,elt_condition,elt_warranty (tháng),desktop_screen_size (inch),pc_cpu,pc_ram (GB),pc_vga,pc_drive_capacity (GB),elt_origin,classify,price
629,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,32.0,AMD,256,Nước khác,desktop,6.000.000 đ
630,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,NVIDIA,120,Nước khác,desktop,2.750.000 đ
631,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,21,Intel Core i5,16.0,AMD,512,Nước khác,desktop,11.000.000 đ
632,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i3,16.0,NVIDIA,500,Nước khác,desktop,9.350.000 đ
633,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,21,Intel Core i5,8.0,AMD,256,Việt Nam,desktop,7.500.000 đ
634,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,16.0,NVIDIA,512,Nước khác,desktop,28.900.000 đ
635,desktop,desktop,Mới,1,0,Intel Core i5,8.0,NVIDIA,256,Nước khác,desktop,9.300.000 đ
636,desktop,desktop,Đã sử dụng (chưa sửa chữa),2,20,Intel Core i3,8.0,Onboard,250,Việt Nam,desktop,3.500.000 đ
637,desktop,desktop,Mới,1,0,Intel Xeon,16.0,Onboard,256,Việt Nam,desktop,5.500.000 đ
638,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,3.000.000 đ
639,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,3.200.000 đ
640,desktop,desktop,Mới,1,0,Intel Core i3,16.0,NVIDIA,128,Nước khác,desktop,7.500.000 đ
641,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i3,8.0,NVIDIA,128,Việt Nam,desktop,3.850.000 đ
642,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,7.450.000 đ
643,desktop,desktop,Mới,1,0,Intel Core i3,8.0,NVIDIA,120,Việt Nam,desktop,6.850.000 đ
644,desktop,desktop,Đã sử dụng (chưa sửa chữa),5,0,Intel Core i7,32.0,Onboard,1000,Mỹ,desktop,11.500.000 đ
645,desktop,desktop,Mới,5,0,Intel Core i7,16.0,NVIDIA,120,Nước khác,desktop,3.500.000 đ
646,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,16.0,NVIDIA,640,Việt Nam,desktop,7.500.000 đ
647,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,2.400.000 đ
648,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,16.0,AMD,500,Việt Nam,desktop,7.500.000 đ
649,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,3.400.000 đ
650,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,16.0,AMD,500,Việt Nam,desktop,6.000.000 đ
651,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,16.0,NVIDIA,250,Nước khác,desktop,6.950.000 đ
652,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i7,16.0,Onboard,120,Nước khác,desktop,5.500.000 đ
653,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Athlon,8.0,NVIDIA,128,Nước khác,desktop,3.000.000 đ
654,desktop,desktop,Đã sử dụng (chưa sửa chữa),5,0,Intel Xeon,32.0,Onboard,500,Nước khác,desktop,7.500.000 đ
655,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i5,8.0,Onboard,1000,Nước khác,desktop,9.000.000 đ
656,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,NVIDIA,320,Nước khác,desktop,20.000.000 đ
657,desktop,desktop,Mới,3,0,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,2.900.000 đ
658,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Xeon,32.0,AMD,700,Nước khác,desktop,7.999.000 đ
659,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,21,Intel Xeon,64.0,AMD,500,Việt Nam,desktop,5.399.000 đ
660,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i3,4.0,NVIDIA,128,Nước khác,desktop,4.500.000 đ
661,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,Onboard,1500,Nước khác,desktop,4.000.000 đ
662,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,2.050.000 đ
663,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i3,2.0,Onboard,500,Việt Nam,desktop,1.300.000 đ
664,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i9,32.0,Onboard,1000,Nước khác,desktop,20.000.000 đ
665,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,Onboard,256,Nước khác,desktop,4.500.000 đ
666,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i7,16.0,Onboard,1500,Nước khác,desktop,9.000.000 đ
667,desktop,desktop,Mới,12,21,Intel Core i3,8.0,NVIDIA,128,Việt Nam,desktop,8.500.000 đ
668,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i7,16.0,Onboard,256,Nhật Bản,desktop,3.800.000 đ
669,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,4.200.000 đ
670,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i7,16.0,Onboard,256,Nước khác,desktop,3.950.000 đ
671,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,3.700.000 đ
672,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,16.0,NVIDIA,128,Việt Nam,desktop,3.700.000 đ
673,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i7,8.0,NVIDIA,128,Nước khác,desktop,3.800.000 đ
674,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,3.250.000 đ
675,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i3,8.0,AMD,1000,Nước khác,desktop,13.000.000 đ
676,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i5,32.0,AMD,1000,Nước khác,desktop,16.000.000 đ
677,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,16.0,AMD,256,Việt Nam,desktop,6.500.000 đ
678,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i7,16.0,AMD,256,Việt Nam,desktop,5.000.000 đ
679,desktop,desktop,Mới,1,20,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,3.000.000 đ
680,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,4.0,Onboard,250,Việt Nam,desktop,2.050.000 đ
681,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,1.799.999 đ
682,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,8.0,NVIDIA,120,Việt Nam,desktop,9.000.000 đ
683,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Ryzen 9,16.0,NVIDIA,500,Nước khác,desktop,18.900.000 đ
684,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Pentium,4.0,Onboard,500,Nước khác,desktop,3.200.000 đ
685,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,32.0,Onboard,256,Việt Nam,desktop,13.000.000 đ
686,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,Onboard,256,Nước khác,desktop,4.200.000 đ
687,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,128,Mỹ,desktop,3.800.000 đ
688,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,0,Intel Core i3,16.0,NVIDIA,1500,Nước khác,desktop,9.000.000 đ
689,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,32.0,NVIDIA,512,Nước khác,desktop,10.500.000 đ
690,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i7,8.0,Onboard,120,Nước khác,desktop,4.450.000 đ
691,desktop,desktop,Mới,0,0,Intel Core i5,8.0,Onboard,256,Trung Quốc,desktop,650.000 đ
692,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i3,4.0,Onboard,128,Việt Nam,desktop,1.650.000 đ
693,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,20,Intel Core i5,6.0,NVIDIA,320,Hàn Quốc,desktop,2.566.000 đ
694,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,0,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,3.290.000 đ
695,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,32.0,AMD,256,Nước khác,desktop,6.500.000 đ
696,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,4.0,Onboard,128,Nước khác,desktop,2.850.000 đ
697,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,Onboard,512,Việt Nam,desktop,4.500.000 đ
698,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,64.0,Onboard,512,Nước khác,desktop,3.000.000 đ
699,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,64.0,Onboard,512,Nước khác,desktop,2.000.000 đ
700,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,2.950.000 đ
701,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,16.0,NVIDIA,256,Nước khác,desktop,6.850.000 đ
702,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,Onboard,250,Nhật Bản,desktop,2.200.000 đ
703,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,NVIDIA,128,Nước khác,desktop,10.000.000 đ
704,desktop,desktop,Đã sử dụng (chưa sửa chữa),2,20,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,3.600.000 đ
705,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,20,Intel Core i5,8.0,NVIDIA,128,Việt Nam,desktop,4.990.000 đ
706,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,64.0,NVIDIA,512,Nước khác,desktop,14.500.000 đ
707,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i5,8.0,Onboard,500,Đài Loan,desktop,2.500.000 đ
708,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Quark,4.0,Onboard,128,Mỹ,desktop,245.000 đ
709,desktop,desktop,Đã sử dụng (qua sửa chữa),0,21,Intel Core i5,8.0,Onboard,256,Nước khác,desktop,5.200.000 đ
710,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,Onboard,640,Nước khác,desktop,1.500.000 đ
711,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,4.500.000 đ
712,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,256,Mỹ,desktop,7.999.999 đ
713,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,Onboard,120,Nước khác,desktop,6.200.000 đ
714,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Pentium,8.0,Onboard,500,Nước khác,desktop,900.000 đ
715,desktop,desktop,Mới,1,20,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,4.000.000 đ
716,desktop,desktop,Đã sử dụng (chưa sửa chữa),2,0,Intel Core i5,16.0,NVIDIA,250,Nước khác,desktop,5.500.000 đ
717,desktop,desktop,Mới,0,0,Intel Core i7,8.0,NVIDIA,128,Việt Nam,desktop,4.500.000 đ
718,desktop,desktop,Mới,1,21,Intel Core i5,8.0,NVIDIA,256,Nước khác,desktop,6.900.000 đ
719,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,16.0,Onboard,256,Việt Nam,desktop,5.300.000 đ
720,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,7.000.000 đ
721,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,0,Intel Xeon,16.0,AMD,250,Việt Nam,desktop,4.699.000 đ
722,desktop,desktop,Mới,0,0,Intel Core i3,8.0,Onboard,128,Việt Nam,desktop,9.850.000 đ
723,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,AMD,250,Nước khác,desktop,7.000.000 đ
724,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Pentium,8.0,Onboard,128,Nước khác,desktop,1.990.000 đ
725,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i3,6.0,Onboard,500,Nước khác,desktop,450.000 đ
726,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,32.0,Onboard,500,Nhật Bản,desktop,7.900.000 đ
727,desktop,desktop,Mới,1,21,Intel Core i5,64.0,NVIDIA,1000,Nước khác,desktop,30.000.000 đ
728,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,32.0,Onboard,128,Nước khác,desktop,6.000.000 đ
729,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,Onboard,256,Nhật Bản,desktop,5.000.000 đ
730,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,2.500.000 đ
731,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i7,32.0,NVIDIA,512,Nước khác,desktop,24.750.000 đ
732,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,Onboard,512,Việt Nam,desktop,9.600.000 đ
733,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,18,Intel Quark,4.0,Onboard,250,Nước khác,desktop,2.300.000 đ
734,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,4.0,Onboard,500,Nước khác,desktop,899.000 đ
735,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i3,4.0,Onboard,250,Nước khác,desktop,650.000 đ
736,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,NVIDIA,250,Nước khác,desktop,6.000.000 đ
737,desktop,desktop,Đã sử dụng (chưa sửa chữa),12,20,Intel Core i5,8.0,Onboard,256,Nhật Bản,desktop,1.800.000 đ
738,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,8.500.000 đ
739,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,5.800.000 đ
740,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,64.0,Onboard,250,Việt Nam,desktop,5.700.000 đ
741,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,32.0,Onboard,250,Việt Nam,desktop,5.700.000 đ
742,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,5.000.000 đ
743,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i3,8.0,NVIDIA,128,Việt Nam,desktop,2.200.000 đ
744,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,64.0,Onboard,512,Nước khác,desktop,5.500.000 đ
745,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,AMD,128,Nước khác,desktop,3.700.000 đ
746,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Xeon,8.0,NVIDIA,120,Việt Nam,desktop,4.500.000 đ
747,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,4.0,Onboard,256,Nước khác,desktop,1.150.000 đ
748,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Pentium,8.0,NVIDIA,640,Mỹ,desktop,2.750.000 đ
749,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Xeon,16.0,AMD,250,Nước khác,desktop,6.900.000 đ
750,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,Onboard,256,Việt Nam,desktop,6.000.000 đ
751,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,16.0,Onboard,512,Việt Nam,desktop,32.000.000 đ
752,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core 2 Duo,4.0,AMD,250,Việt Nam,desktop,980.000 đ
753,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Xeon,32.0,AMD,256,Nước khác,desktop,6.500.000 đ
754,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,8.0,Onboard,128,Nước khác,desktop,4.000.000 đ
755,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,NVIDIA,512,Nước khác,desktop,3.500.000 đ
756,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,Onboard,128,Nước khác,desktop,1.200.000 đ
757,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,Onboard,480,Nước khác,desktop,2.000.000 đ
758,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,16.0,AMD,120,Nước khác,desktop,3.700.000 đ
759,desktop,desktop,Mới,1,0,Intel Core i7,8.0,NVIDIA,128,Việt Nam,desktop,5.700.000 đ
760,desktop,desktop,Đã sử dụng (qua sửa chữa),0,0,Intel Core 2 Duo,4.0,Onboard,128,Mỹ,desktop,800.000 đ
761,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,512,Việt Nam,desktop,16.590.000 đ
762,desktop,desktop,Mới,1,0,Intel Core i5,16.0,Onboard,256,Việt Nam,desktop,5.300.000 đ
763,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,32.0,Onboard,120,Nước khác,desktop,2.500.000 đ
764,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,16.0,NVIDIA,256,Nước khác,desktop,10.000.000 đ
765,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,8.0,Onboard,128,Việt Nam,desktop,2.500.000 đ
766,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,8.0,NVIDIA,128,Việt Nam,desktop,4.000.000 đ
767,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,64.0,Onboard,1000,Nước khác,desktop,14.500.000 đ
768,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,512,Việt Nam,desktop,17.290.000 đ
769,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,8.0,Onboard,128,Nước khác,desktop,1.800.000 đ
770,desktop,desktop,Mới,1,0,Intel Core i5,16.0,NVIDIA,250,Việt Nam,desktop,5.100.000 đ
771,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,21,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,5.900.000 đ
772,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,AMD,16.0,NVIDIA,750,Nước khác,desktop,8.000.000 đ
773,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i5,8.0,NVIDIA,250,Nước khác,desktop,1.690.000 đ
774,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,16.0,Onboard,1000,Việt Nam,desktop,3.500.000 đ
775,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,20,Intel Core i5,8.0,NVIDIA,128,Nước khác,desktop,2.500.000 đ
776,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i9,32.0,NVIDIA,512,Việt Nam,desktop,20.590.000 đ
777,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,18,Intel Core i7,16.0,Onboard,500,Nước khác,desktop,3.500.000 đ
778,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i3,8.0,NVIDIA,256,Nhật Bản,desktop,4.900.000 đ
779,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i3,8.0,NVIDIA,128,Nước khác,desktop,4.200.000 đ
780,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,Onboard,1000,Nước khác,desktop,2.100.000 đ
781,desktop,desktop,Mới,12,21,Intel Core i5,8.0,NVIDIA,256,Nước khác,desktop,500.000 đ
782,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,20,Intel Core i3,4.0,Onboard,128,Việt Nam,desktop,1.600.000 đ
783,desktop,desktop,Mới,9,0,Intel Xeon,16.0,NVIDIA,256,Nước khác,desktop,5.700.000 đ
784,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,0,Intel Core i5,8.0,NVIDIA,500,Nước khác,desktop,2.400.000 đ
785,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,16,Intel Core i7,16.0,Onboard,500,Nước khác,desktop,3.500.000 đ
786,desktop,desktop,Đã sử dụng (qua sửa chữa),1,0,Intel Core i7,8.0,NVIDIA,128,Nước khác,desktop,2.600.000 đ
787,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core i5,16.0,Onboard,480,Nước khác,desktop,1.700.000 đ
788,desktop,desktop,Mới,12,21,Intel Core i3,8.0,NVIDIA,256,Nước khác,desktop,9.500.000 đ
789,desktop,desktop,Mới,12,21,Intel Core i5,32.0,NVIDIA,1000,Việt Nam,desktop,27.500.000 đ
790,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,16.0,NVIDIA,250,Nước khác,desktop,7.500.000 đ
791,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,21,Intel Core i5,8.0,NVIDIA,250,Nước khác,desktop,4.800.000 đ
792,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,16.0,NVIDIA,250,Việt Nam,desktop,4.500.000 đ
793,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,16.0,NVIDIA,256,Việt Nam,desktop,10.200.000 đ
794,desktop,desktop,Mới,1,0,Intel Core i9,32.0,NVIDIA,1000,Việt Nam,desktop,66.890.000 đ
795,desktop,desktop,Đã sử dụng (chưa sửa chữa),1,21,Intel Core i5,16.0,NVIDIA,256,Nước khác,desktop,5.200.000 đ
796,desktop,desktop,Đã sử dụng (chưa sửa chữa),9,0,Intel Core i3,8.0,Onboard,256,Nước khác,desktop,3.000.000 đ
797,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i7,16.0,Onboard,256,Nước khác,desktop,5.800.000 đ
798,desktop,desktop,Mới,1,0,Intel Core i5,8.0,AMD,128,Việt Nam,desktop,3.300.000 đ
799,desktop,desktop,Đã sử dụng (chưa sửa chữa),5,0,Intel Core i5,8.0,Onboard,256,Việt Nam,desktop,9.500.000 đ
800,desktop,desktop,Mới,12,0,Intel Core i5,8.0,Onboard,250,Việt Nam,desktop,2.200.000 đ
801,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Core 2 Duo,8.0,Onboard,128,Nước khác,desktop,490.000 đ
802,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,0,Intel Core i5,8.0,NVIDIA,256,Việt Nam,desktop,5.999.000 đ
803,desktop,desktop,Đã sử dụng (chưa sửa chữa),0,0,Intel Xeon,8.0,NVIDIA,256,Nước khác,desktop,8.500.000 đ
804,desktop,desktop,Đã sử dụng (chưa sửa chữa),3,21,Intel Core i5,6.0,AMD,320,Hàn Quốc,desktop,2.300.000 đ
805,desktop,desktop,Mới,12,21,Intel Core i3,4.0,Onboard,128,Việt Nam,desktop,3.800.000 đ
